"Airport ID",Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,"Tz database time zone",Type,Source
7571,"Bathurst Island Airport","Bathurst Island","Australia","BRT","YBTI",-11.769200325012207,130.6199951171875,67,9.5,"U","Australia/Darwin","airport","OurAirports"
7572,"Dunk Island Airport","Dunk Island","Australia","DKI","YDKI",-17.9416999817,146.13999939,6,10,"U","Australia/Brisbane","airport","OurAirports"
7573,"Lizard Island Airport","Lizard Island","Australia","LZR","YLZI",-14.673273,145.454571,70,10,"O","Australia/Brisbane","airport","OurAirports"
7574,"Hamilton Airport","Hamilton","Australia","HLT","YHML",-37.64889907836914,142.06500244140625,803,10,"O","Australia/Hobart","airport","OurAirports"
7575,"Halls Creek Airport","Halls Creek","Australia","HCQ","YHLC",-18.23390007019043,127.66999816894531,1346,8,"U","Australia/Perth","airport","OurAirports"
7576,"Fitzroy Crossing Airport","Fitzroy Crossing","Australia","FIZ","YFTZ",-18.181900024414062,125.55899810791016,368,8,"U","Australia/Perth","airport","OurAirports"
7577,"Ravensthorpe Airport","Ravensthorpe","Australia","RVT","YNRV",-33.7971992493,120.208000183,197,8,"U","Australia/Perth","airport","OurAirports"
7704,"Geelong Airport","Geelong","Australia","GEX","YGLG",-38.224998474121094,144.33299255371094,43,10,"O","Australia/Hobart","airport","OurAirports"
7782,"Penneshaw Airport","Penneshaw","Australia","PEA","YPSH",-35.7558462874,137.962875366,0,9.5,"O","Australia/Adelaide","airport","OurAirports"
7811,"Redcliffe Airport","Rothwell","Australia",\N,"YRED",-27.20669937133789,153.0679931640625,2,10,"U","Australia/Brisbane","airport","OurAirports"
7879,"Phillip Island Airport","Phillip Island","Australia",\N,"YPID",-38.52330017089844,145.32699584960938,13,10,"O","Australia/Hobart","airport","OurAirports"
7912,"Cooinda Airport","Cooinda","Australia","CDA","YCOO",-12.903300285339355,132.53199768066406,13,9.5,"U","Australia/Darwin","airport","OurAirports"
7913,"Jabiru Airport","Jabiru","Australia","JAB","YJAB",-12.658300399780273,132.89300537109375,85,9.5,"U","Australia/Darwin","airport","OurAirports"
8265,"Telfer Airport","Telfer","Australia","TEF","YTEF",-21.71500015258789,122.22899627685547,970,8,"N","Australia/Perth","airport","OurAirports"
8348,"Renmark Airport","Renmark","Australia","RMK","YREN",-34.1963996887207,140.6739959716797,115,9.5,"O","Australia/Adelaide","airport","OurAirports"
8349,"Leigh Creek Airport","Leigh Creek","Australia","LGH","YLEC",-30.59830093383789,138.42599487304688,856,9.5,"O","Australia/Adelaide","airport","OurAirports"
8350,"Warburton Airport","Warburton Community","Australia",\N,"YWBR",-26.128299713134766,126.58300018310547,1500,8,"O","Australia/Perth","airport","OurAirports"
8351,"Cunderdin Airport","Cunderdin","Australia",\N,"YCUN",-31.62220001220703,117.21700286865234,705,8,"O","Australia/Perth","airport","OurAirports"
8352,"Rottnest Island Airport","Rottnest Island","Australia","RTS","YRTI",-32.00669860839844,115.54000091552734,12,8,"O","Australia/Perth","airport","OurAirports"
8353,"Forrest Airport","Forrest","Australia",\N,"YFRT",-30.83810043334961,128.11500549316406,511,8,"O","Australia/Perth","airport","OurAirports"
8354,"Ballarat Airport","Ballarat","Australia",\N,"YBLT",-37.51169967651367,143.79100036621094,1433,10,"O","Australia/Hobart","airport","OurAirports"
8380,"Mallacoota Airport","Mallacoota","Australia","XMC","YMCO",-37.59830093383789,149.72000122070312,31,10,"U","Australia/Hobart","airport","OurAirports"
8395,"Yuendumu Airport","Yuendumu ","Australia","YUE","YYND",-22.254199981689453,131.78199768066406,2205,9.5,"O","Australia/Darwin","airport","OurAirports"
8406,"Yarram Airport","Yarram","Australia",\N,"YYRM",-38.56669998168945,146.7550048828125,15,10,"O","Australia/Hobart","airport","OurAirports"
8472,"Yalata Mission Airport","Yalata","Australia",\N,"YYTA",-31.470600128173828,131.8249969482422,0,9.5,"O","Australia/Adelaide","airport","OurAirports"
8476,"Wyndham Airport","Wyndham","Australia",\N,"YWYM",-15.51140022277832,128.1529998779297,14,8,"U","Australia/Perth","airport","OurAirports"
8696,"Beverley Airport","Mine Site","Australia",\N,"YBEE",-30.18670082092285,139.55799865722656,116,9.5,"O","Australia/Adelaide","airport","OurAirports"
8782,"Cooma Hospital Helipad","Yuzhno-Kurilsk","Russia","DEE","YXCM",-36.242155,149.130147,2656,10,"N","Australia/Sydney","airport","OurAirports"
8820,"Great Keppel Is Airport","Great Keppel Island","Australia","GKL","YGKL",-23.1833000183,150.942001343,21,10,"U","Australia/Brisbane","airport","OurAirports"
8821,"Roper Bar Airport","Roper Bar","Australia","RPB","YRRB",-14.734814,134.525485,92,9.5,"U","Australia/Darwin","airport","OurAirports"
8822,"Mount Garnet Airport","Mount Garnet","Australia",\N,"YMRT",-17.700000762939453,145.14999389648438,657,10,"U","Australia/Brisbane","airport","OurAirports"
8823,"Innisfail Airport","Innisfail","Australia","IFL","YIFL",-17.55940055847168,146.01199340820312,46,10,"U","Australia/Brisbane","airport","OurAirports"
8831,"Moomba Airport","Moomba","Australia","MOO","YOOM",-28.09939956665039,140.19700622558594,143,9.5,"O","Australia/Adelaide","airport","OurAirports"
8847,"Onslow Airport","Onslow","Australia","ONS","YOLW",-21.668300628662,115.1129989624,7,8,"O","Australia/Perth","airport","OurAirports"
8848,"Theodore Airport","Theodore","Australia","TDR","YTDR",-24.99329948425293,150.09300231933594,171,10,"N","Australia/Brisbane","airport","OurAirports"
8980,"Chinchilla Airport","Chinchilla","Australia","CCL","YCCA",-26.774999618530273,150.61700439453125,1028,10,"O","Australia/Brisbane","airport","OurAirports"
8984,"Shute Harbour Airport","Shute Harbour","Australia","JHQ","YSHR",-20.277221,148.755556,12,10,"O","Australia/Brisbane","airport","OurAirports"
8994,"Shepparton Airport","Shepparton","Australia","SHT","YSHT",-36.42890167236328,145.39300537109375,374,10,"O","Australia/Hobart","airport","OurAirports"
8995,"Temora Airport","Temora","Australia","TEM","YTEM",-34.4213981628418,147.51199340820312,921,10,"O","Australia/Sydney","airport","OurAirports"
8996,"Gayndah Airport","Gayndah","Australia","GAH","YGAY",-25.61440086364746,151.61900329589844,369,10,"N","Australia/Brisbane","airport","OurAirports"
8998,"Wilcannia Airport","Wilcannia","Australia","WIO","YWCA",-31.526399612426758,143.375,250,10,"O","Australia/Sydney","airport","OurAirports"
9001,"Ivanhoe Airport","Ivanhoe","Australia",\N,"YIVO",-32.88330078125,144.30999755859375,330,10,"O","Australia/Sydney","airport","OurAirports"
9002,"Menindee Airport","Menindee","Australia",\N,"YMED",-32.36669921875,142.40499877929688,0,10,"O","Australia/Sydney","airport","OurAirports"
9004,"Pooncarie Airport","Pooncarie","Australia",\N,"YPCE",-33.36669921875,142.58799743652344,50,10,"O","Australia/Sydney","airport","OurAirports"
9006,"Tilpa Airport","Tilpa","Australia",\N,"YTLP",-30.933300018310547,144.41700744628906,0,10,"O","Australia/Sydney","airport","OurAirports"
9065,"Lake Macquarie Airport","Lake Macquarie","Australia","BEO","YPEC",-33.0667,151.647995,2,10,"O","Australia/Sydney","airport","OurAirports"
9068,"Brampton Island Airport","Brampton Island","Australia","BMP","YBPI",-20.803300857543945,149.27000427246094,11,10,"O","Australia/Brisbane","airport","OurAirports"
9090,"Busselton Regional Airport","Brusselton","Australia","BQB","YBLN",-33.6884231567,115.401596069,55,8,"O","Australia/Perth","airport","OurAirports"
9095,"Inverell Airport","Inverell","Australia","IVR","YIVL",-29.888299942,151.143997192,2667,10,"O","Australia/Sydney","airport","OurAirports"
9096,"Glen Innes Airport","Glen Innes","Australia","GLI","YGLI",-29.674999237060547,151.68899536132812,3433,10,"O","Australia/Sydney","airport","OurAirports"
9127,"Fortescue - Dave Forrest Aerodrome","Cloudbreak","Australia","KFE","YFDF",-22.290754,119.437143,1555,8,"N","Australia/Perth","airport","OurAirports"
9193,"Coonabarabran Airport","Coonabarabran","Australia","COJ","YCBB",-31.332500457763672,149.26699829101562,2117,10,"O","Australia/Sydney","airport","OurAirports"
9207,"Warnervale Airport","Warnervale Airport","Australia",\N,"YWVA",-33.240278,151.429722,25,10,"U","Australia/Sydney","airport","OurAirports"
9402,"Bairnsdale Airport","Bairnsdale","Australia","BSJ","YBNS",-37.88750076293945,147.5679931640625,165,10,"O","Australia/Hobart","airport","OurAirports"
9532,"Prominent Hill Airport","Prominent Hill","Australia","PXH","YPMH",-29.716,135.5244,745,9.5,"O","Australia/Adelaide","airport","OurAirports"
9533,"Cowra Airport","Chatsworth","United States","CWT","YCWR",-33.84469985961914,148.6490020751953,966,10,"A","Australia/Sydney","airport","OurAirports"
9542,"Coral Bay Airport","Coral Bay","Australia",\N,"YCOY",-23.1299991607666,113.7770004272461,5,8,"O","Australia/Perth","airport","OurAirports"
9818,"Lilydale Airport","Lilydale","Australia",\N,"YLIL",-37.69169998168945,145.36700439453125,76,10,"O","Australia/Hobart","airport","OurAirports"
9853,"Brisbane West Wellcamp Airport","Toowoomba","Australia","WTB","YBWW",-27.558333,151.793333,1509,10,"N","Australia/Brisbane","airport","OurAirports"
9901,"Clermont Airport","Clermont","Australia","CMQ","YCMT",-22.773099899291992,147.62100219726562,908,10,"N",\N,"airport","OurAirports"
9902,"Warrnambool Airport","Warrnambool","Australia","WMB","YWBL",-38.2952995300293,142.44700622558594,242,10,"O",\N,"airport","OurAirports"
9904,"Richmond Airport","Richmond","Australia","RCM","YRMD",-20.701900482177734,143.11500549316406,676,10,"N",\N,"airport","OurAirports"
9905,"RAAF Base Curtin","Derby","Australia","DCN","YCIN",-17.5813999176,123.82800293,300,8,"N",\N,"airport","OurAirports"
10116,"Bunbury Airport","Bunbury","Australia","BUY","YBUN",-33.378299713134766,115.677001953125,53,8,"U",\N,"airport","OurAirports"
10140,"Atherton Airport","Atherton","Australia",\N,"YATN",-17.2616996765,145.51499939,2450,10,"O",\N,"airport","OurAirports"
10370,"Kadina Airport","Kadina","Australia",\N,"YKDI",-33.97669982910156,137.66000366210938,42,9.5,"O",\N,"airport","OurAirports"
10378,"Coondewanna Airport","Coondewanna","Australia","CJF","YCWA",-22.96669960022,118.81300354004,2300,8,"N",\N,"airport","OurAirports"
10618,"Borroloola Airport","Borroloola","Australia","BOX","YBRL",-16.075300216674805,136.302001953125,55,9.5,"O",\N,"airport","OurAirports"
11030,"Port Keats Airport","Wadeye","Australia","PKT","YPKT",-14.25,129.5290069580078,91,9.5,"O",\N,"airport","OurAirports"
11031,"Garden Point Airport","Pirlangimpi","Australia","GPN","YGPT",-11.40250015258789,130.4219970703125,90,9.5,"O",\N,"airport","OurAirports"
11038,"Flinders Island Airport","Elliston","Australia",\N,"YFLS",-33.730989,134.501,0,9.5,"O",\N,"airport","OurAirports"
11272,"Murray Bridge Airport","Murray Bridge","Australia",\N,"YMBD",-35.06669998168945,139.2270050048828,55,10,"O",\N,"airport","OurAirports"
11273,"Horsham Airport","Horsham","Australia","HSM","YHSM",-36.669700622558594,142.17300415039062,445,10,"O",\N,"airport","OurAirports"
11274,"Swan Hill Airport","Swan Hill","Australia","SWH","YSWH",-35.37580108642578,143.5330047607422,234,10,"O",\N,"airport","OurAirports"
11658,"Dulkaninna Airport","Dulkaninna","Australia","DLK","YDLK",-29.0132999420166,138.4810028076172,0,9.5,"U",\N,"airport","OurAirports"
11673,"William Creek Airport","William Creek","Australia",\N,"YWMC",-28.906700134277344,136.3419952392578,91,9.5,"U",\N,"airport","OurAirports"
11717,"Taroom Airport","Taroom","Australia","XTO","YTAM",-25.801700592041016,149.89999389648438,240,10,"N",\N,"airport","OurAirports"
12011,"Alpha Airport","Alpha","Australia","ABH","YAPH",-23.646099,146.584,1255,\N,\N,\N,"airport","OurAirports"
12012,"Ararat Airport","","Australia","ARY","YARA",-37.30939865112305,142.98899841308594,1008,\N,\N,\N,"airport","OurAirports"
12013,"Benalla Airport","","Australia","BLN","YBLA",-36.55189895629883,146.0070037841797,569,\N,\N,\N,"airport","OurAirports"
12014,"Balranald Airport","","Australia","BZD","YBRN",-34.623600006103516,143.5780029296875,210,\N,\N,\N,"airport","OurAirports"
12015,"Brewarrina Airport","","Australia","BWQ","YBRW",-29.973899841308594,146.81700134277344,414,\N,\N,\N,"airport","OurAirports"
12016,"Cleve Airport","","Australia","CVC","YCEE",-33.70970153808594,136.5050048828125,589,\N,\N,\N,"airport","OurAirports"
12017,"Corowa Airport","","Australia","CWW","YCOR",-35.99470138549805,146.35699462890625,469,\N,\N,\N,"airport","OurAirports"
12018,"Corryong Airport","","Australia","CYG","YCRG",-36.18280029296875,147.88800048828125,963,\N,\N,\N,"airport","OurAirports"
12019,"Cootamundra Airport","","Australia","CMD","YCTM",-34.6239013671875,148.0279998779297,1110,\N,\N,\N,"airport","OurAirports"
12020,"Dirranbandi Airport","","Australia","DRN","YDBI",-28.591699600219727,148.2169952392578,567,\N,\N,\N,"airport","OurAirports"
12021,"Deniliquin Airport","Deniliquin","Australia","DNQ","YDLQ",-35.5593986511,144.945999146,316,\N,\N,\N,"airport","OurAirports"
12022,"Dysart Airport","","Australia","DYA","YDYS",-22.62220001220703,148.36399841308594,670,\N,\N,\N,"airport","OurAirports"
12023,"Echuca Airport","","Australia","ECH","YECH",-36.15719985961914,144.76199340820312,323,\N,\N,\N,"airport","OurAirports"
12024,"Forbes Airport","Forbes","Australia","FRB","YFBS",-33.363602,147.934998,760,\N,\N,\N,"airport","OurAirports"
12025,"Gunnedah Airport","","Australia","GUH","YGDH",-30.96109962463379,150.25100708007812,863,\N,\N,\N,"airport","OurAirports"
12026,"Hay Airport","","Australia","HXX","YHAY",-34.53139877319336,144.8300018310547,305,\N,\N,\N,"airport","OurAirports"
12027,"Hopetoun Airport","","Australia","HTU","YHPN",-35.715301513671875,142.36000061035156,256,\N,\N,\N,"airport","OurAirports"
12028,"Kerang Airport","","Australia","KRA","YKER",-35.751399993896484,143.93899536132812,254,\N,\N,\N,"airport","OurAirports"
12029,"Kempsey Airport","","Australia","KPS","YKMP",-31.074399948120117,152.77000427246094,54,\N,\N,\N,"airport","OurAirports"
12030,"Kingaroy Airport","","Australia","KGY","YKRY",-26.580799102783203,151.84100341796875,1492,\N,\N,\N,"airport","OurAirports"
12031,"Latrobe Valley Airport","Morwell","Australia","TGN","YLTV",-38.207199,146.470001,180,\N,\N,\N,"airport","OurAirports"
12032,"Mareeba Airport","","Australia","MRG","YMBA",-17.06920051574707,145.41900634765625,1560,\N,\N,\N,"airport","OurAirports"
12033,"Ngukurr Airport","","Australia","RPM","YNGU",-14.722800254821777,134.7469940185547,45,\N,\N,\N,"airport","OurAirports"
12034,"Narromine Airport","","Australia","QRM","YNRM",-32.214698791503906,148.22500610351562,782,\N,\N,\N,"airport","OurAirports"
12035,"Port Pirie Airport","","Australia","PPI","YPIR",-33.23889923095703,137.9949951171875,40,\N,\N,\N,"airport","OurAirports"
12036,"Smithton Airport","","Australia","SIO","YSMI",-40.834999084472656,145.08399963378906,31,\N,\N,\N,"airport","OurAirports"
12037,"Snake Bay Airport","","Australia","SNB","YSNB",-11.422800064086914,130.6540069580078,173,\N,\N,\N,"airport","OurAirports"
12038,"Stawell Airport","","Australia","SWC","YSWL",-37.07170104980469,142.74099731445312,807,\N,\N,\N,"airport","OurAirports"
12039,"Tibooburra Airport","","Australia","TYB","YTIB",-29.451099395751953,142.05799865722656,584,\N,\N,\N,"airport","OurAirports"
12040,"Tumut Airport","","Australia","TUM","YTMU",-35.26279830932617,148.24099731445312,878,\N,\N,\N,"airport","OurAirports"
12041,"Wangaratta Airport","","Australia","WGT","YWGT",-36.41579818725586,146.3070068359375,504,\N,\N,\N,"airport","OurAirports"
12042,"Warracknabeal Airport","","Australia","WKB","YWKB",-36.32109832763672,142.41900634765625,397,\N,\N,\N,"airport","OurAirports"
12043,"Warren Airport","","Australia","QRR","YWRN",-31.733299255371094,147.80299377441406,669,\N,\N,\N,"airport","OurAirports"
12044,"West Sale Airport","Sale","Australia","SXE","YWSL",-38.090827,146.965335,72,\N,\N,\N,"airport","OurAirports"
12045,"West Wyalong Airport","West Wyalong","Australia","WWY","YWWL",-33.9371986389,147.190994263,859,\N,\N,\N,"airport","OurAirports"
12046,"Young Airport","","Australia","NGA","YYNG",-34.25559997558594,148.2480010986328,1267,\N,\N,\N,"airport","OurAirports"
